 Diffraction intensities for potential:g-5x5_00D10001.in                       
#    -17    -5       3.3245841104E-026
#    -17    -4       1.5201212640E-051
#    -17    -3       3.3914754423E-054
#    -17    -2       1.6123960888E-055
#    -17    -1       3.6643152830E-043
#    -17     0       2.6144708828E-025
#    -17     1       1.6449040120E-051
#    -17     2       1.4309616018E-053
#    -17     3       4.2933843383E-055
#    -17     4       2.4357486262E-039
#    -17     5       6.5633097715E-025
#    -17     6       2.6195033860E-050
#    -17     7       2.6033901302E-053
#    -17     8       6.4872946458E-055
#    -17     9       1.7185067434E-035
#    -17    10       6.3735862527E-025
#    -17    11       4.4322916675E-049
#    -17    12       2.0972057603E-053
#    -17    13       4.8375983017E-055
#    -17    14       9.8246034395E-032
#    -17    15       2.7603539160E-025
#    -17    16       1.6654735157E-048
#    -17    17       7.5448181863E-054
#    -17    18       1.4316923764E-055
#    -17    19       1.8974649613E-028
#    -17    20       5.3652993673E-026
#    -17    21       1.0252471098E-048
#    -17    22       8.9388264064E-055
#    -17    23       1.3722683927E-056
#    -17    24       7.9803260950E-027
#    -17    25       3.2657221993E-027
#    -17    26       1.4045776858E-049
#    -17    27       1.7057552250E-056
#    -16   -17       1.5668303584E-058
#    -16   -16       1.1914641561E-049
#    -16   -15       6.2015246702E-029
#    -16   -14       1.4113401598E-050
#    -16   -13       5.4529767072E-037
#    -16   -12       4.4636674790E-057
#    -16   -11       2.4121696168E-050
#    -16   -10       7.5700492056E-027
#    -16    -9       8.5771688590E-051
#    -16    -8       5.9612136473E-036
#    -16    -7       3.0889735858E-055
#    -16    -6       6.6503796982E-051
#    -16    -5       1.8225345394E-025
#    -16    -4       3.0135228709E-051
#    -16    -3       1.0191514661E-034
#    -16    -2       2.9199616852E-054
#    -16    -1       2.7531669068E-051
#    -16     0       1.0604927471E-024
#    -16     1       9.2463316382E-052
#    -16     2       2.8706007884E-034
#    -16     3       9.7401347428E-054
#    -16     4       1.2472073413E-051
#    -16     5       2.4691001994E-024
#    -16     6       4.4481291885E-052
#    -16     7       3.9143724178E-034
#    -16     8       1.5978984743E-053
#    -16     9       5.1827363640E-052
#    -16    10       2.3334656606E-024
#    -16    11       2.4848518632E-052
#    -16    12       2.6824900520E-034
#    -16    13       1.1830402873E-053
#    -16    14       1.7478910026E-052
#    -16    15       9.3305225120E-025
#    -16    16       9.1635167426E-053
#    -16    17       8.0296053527E-035
#    -16    18       3.1482644870E-054
#    -16    19       3.6572618343E-053
#    -16    20       1.6225922784E-025
#    -16    21       1.3686412436E-053
#    -16    22       7.0346272616E-036
#    -16    23       2.4449238688E-055
#    -16    24       2.9299619203E-054
#    -16    25       8.9637379272E-027
#    -16    26       7.6534905364E-055
#    -16    27       3.7580348469E-037
#    -15   -18       7.0237450251E-029
#    -15   -17       2.0823137017E-030
#    -15   -16       1.2990542640E-028
#    -15   -15       3.3371925322E-004
#    -15   -14       2.3398820645E-016
#    -15   -13       1.3887964256E-026
#    -15   -12       4.4362000566E-028
#    -15   -11       2.2243239320E-026
#    -15   -10       3.4663241678E-003
#    -15    -9       4.1979748184E-017
#    -15    -8       7.5463481905E-025
#    -15    -7       1.9478390734E-026
#    -15    -6       6.5153755903E-025
#    -15    -5       1.7452203411E-002
#    -15    -4       8.3952736155E-018
#    -15    -3       9.1934956536E-024
#    -15    -2       1.8833240987E-025
#    -15    -1       4.4329920538E-024
#    -15     0       3.4182350820E-002
#    -15     1       2.0753840269E-018
#    -15     2       3.8743685398E-023
#    -15     3       6.7131673268E-025
#    -15     4       1.2005776902E-023
#    -15     5       6.3810802213E-003
#    -15     6       6.1923411330E-019
#    -15     7       7.1089360178E-023
#    -15     8       1.0920747177E-024
#    -15     9       1.4921956598E-023
#    -15    10       1.1267787505E-002
#    -15    11       1.7639060953E-019
#    -15    12       5.4842240132E-023
#    -15    13       7.9489562375E-025
#    -15    14       8.6997192274E-024
#    -15    15       3.3114882732E-002
#    -15    16       3.5761876836E-020
#    -15    17       1.7672795727E-023
#    -15    18       2.1093523366E-025
#    -15    19       1.9890013952E-024
#    -15    20       8.4044099113E-003
#    -15    21       3.3280287682E-021
#    -15    22       2.1090669773E-024
#    -15    23       1.4797690125E-026
#    -15    24       1.5890377540E-025
#    -15    25       4.3660592307E-004
#    -15    26       9.2432991773E-023
#    -15    27       3.8508492937E-026
#    -14   -19       7.0130395126E-043
#    -14   -18       7.1229301960E-057
#    -14   -17       3.5711423927E-035
#    -14   -16       7.7718235212E-032
#    -14   -15       2.1614174884E-026
#    -14   -14       1.1980878622E-038
#    -14   -13       1.7355227090E-055
#    -14   -12       1.7565835057E-035
#    -14   -11       4.4848235631E-032
#    -14   -10       2.5463901423E-024
#    -14    -9       1.1710754134E-035
#    -14    -8       5.0849687132E-054
#    -14    -7       5.9498191904E-034
#    -14    -6       2.2976450128E-032
#    -14    -5       5.0541735373E-023
#    -14    -4       2.1367732733E-033
#    -14    -3       6.1997607201E-053
#    -14    -2       5.6311381182E-033
#    -14    -1       1.0023756816E-032
#    -14     0       2.7456570861E-022
#    -14     1       1.2013573006E-031
#    -14     2       2.4717018280E-052
#    -14     3       1.8607313474E-032
#    -14     4       4.1820145422E-033
#    -14     5       6.0030074562E-022
#    -14     6       1.5775591974E-029
#    -14     7       4.1220720050E-052
#    -14     8       2.6215410974E-032
#    -14     9       1.4879585580E-033
#    -14    10       5.7570406847E-022
#    -14    11       1.6271459386E-028
#    -14    12       2.9933087806E-052
#    -14    13       1.9315084796E-032
#    -14    14       3.7767893268E-034
#    -14    15       2.3759427411E-022
#    -14    16       8.3773615264E-028
#    -14    17       9.3149474141E-053
#    -14    18       5.4104160843E-033
#    -14    19       4.4475586646E-035
#    -14    20       3.7263261458E-023
#    -14    21       2.8746830276E-028
#    -14    22       1.0365471753E-053
#    -14    23       3.8517826315E-034
#    -14    24       1.5352659135E-036
#    -14    25       1.8187802373E-024
#    -14    26       3.7779747827E-027
#    -14    27       6.0419779351E-055
#    -13   -20       5.4457639750E-029
#    -13   -19       9.0002502475E-043
#    -13   -18       1.2165039977E-057
#    -13   -17       7.2689068558E-057
#    -13   -16       7.5594852031E-028
#    -13   -15       7.1279390113E-027
#    -13   -14       2.5523558066E-041
#    -13   -13       1.0102934038E-055
#    -13   -12       5.9358992496E-057
#    -13   -11       9.1099422039E-029
#    -13   -10       8.0780367338E-025
#    -13    -9       8.9131434190E-041
#    -13    -8       2.5569663294E-054
#    -13    -7       6.6877796126E-056
#    -13    -6       1.2963838976E-029
#    -13    -5       1.4069604704E-023
#    -13    -4       9.1196795982E-041
#    -13    -3       2.2293680771E-053
#    -13    -2       7.3903282909E-055
#    -13    -1       2.8615809185E-030
#    -13     0       6.8124533629E-023
#    -13     1       1.3347266395E-040
#    -13     2       7.1884300836E-053
#    -13     3       2.8332712414E-054
#    -13     4       8.5750977456E-031
#    -13     5       1.3680181209E-022
#    -13     6       1.2354266067E-040
#    -13     7       1.1122432110E-052
#    -13     8       5.3943231989E-054
#    -13     9       2.3277689328E-031
#    -13    10       1.2603097878E-022
#    -13    11       7.2933529100E-041
#    -13    12       7.9293423395E-053
#    -13    13       4.5175754503E-054
#    -13    14       4.8061789776E-032
#    -13    15       5.3590486808E-023
#    -13    16       2.1602273600E-041
#    -13    17       2.3820351088E-053
#    -13    18       1.3623339326E-054
#    -13    19       5.3842736443E-033
#    -13    20       8.6936238845E-024
#    -13    21       2.4617960234E-042
#    -13    22       2.2335307487E-054
#    -13    23       9.3468846042E-056
#    -13    24       1.9131751434E-034
#    -13    25       4.6197550470E-025
#    -13    26       5.8253817181E-044
#    -12   -20       1.9574137444E-030
#    -12   -19       9.1132876234E-050
#    -12   -18       3.1580680650E-056
#    -12   -17       1.4484011540E-058
#    -12   -16       2.2765421290E-051
#    -12   -15       4.3854462148E-028
#    -12   -14       7.6663842164E-050
#    -12   -13       3.2380081649E-055
#    -12   -12       1.8629050502E-056
#    -12   -11       7.6978321924E-047
#    -12   -10       3.8897133646E-026
#    -12    -9       3.1444896953E-050
#    -12    -8       7.8571388684E-054
#    -12    -7       2.8103234621E-055
#    -12    -6       4.7576633775E-043
#    -12    -5       6.5634852142E-025
#    -12    -4       1.4529452914E-050
#    -12    -3       4.8722771870E-053
#    -12    -2       1.4271163008E-054
#    -12    -1       2.8174894758E-039
#    -12     0       2.8593531199E-024
#    -12     1       4.6868281921E-051
#    -12     2       1.3104863810E-052
#    -12     3       3.6756984107E-054
#    -12     4       1.1446750382E-035
#    -12     5       5.0588926985E-024
#    -12     6       8.5234898728E-050
#    -12     7       1.8846055428E-052
#    -12     8       5.0161113571E-054
#    -12     9       3.0431477128E-032
#    -12    10       4.1409177196E-024
#    -12    11       3.7331546018E-049
#    -12    12       1.3076722013E-052
#    -12    13       3.0937885270E-054
#    -12    14       2.6708757093E-029
#    -12    15       1.6052338831E-024
#    -12    16       2.3287924148E-049
#    -12    17       3.8665174135E-053
#    -12    18       7.6694591923E-055
#    -12    19       1.4140473475E-027
#    -12    20       2.3610841191E-025
#    -12    21       1.2553443428E-050
#    -12    22       3.2361448847E-054
#    -12    23       5.8429950106E-056
#    -12    24       1.8275019008E-027
#    -12    25       6.8703146622E-027
#    -12    26       2.5066833737E-051
#    -11   -21       2.0238158284E-047
#    -11   -20       1.5945536220E-029
#    -11   -19       7.0773526946E-050
#    -11   -18       2.2680385151E-037
#    -11   -17       4.3227092400E-057
#    -11   -16       3.3892528560E-048
#    -11   -15       4.2724737232E-027
#    -11   -14       2.1443582436E-050
#    -11   -13       1.5009215913E-035
#    -11   -12       3.4661788837E-055
#    -11   -11       5.4159853428E-049
#    -11   -10       1.9972335686E-025
#    -11    -9       6.1261696312E-051
#    -11    -8       2.3615852543E-034
#    -11    -7       5.7680801675E-054
#    -11    -6       1.1457438942E-049
#    -11    -5       2.4691972847E-024
#    -11    -4       2.9301372564E-051
#    -11    -3       1.1395225690E-033
#    -11    -2       2.9345574798E-053
#    -11    -1       2.6714220237E-050
#    -11     0       9.7876110592E-024
#    -11     1       2.4040446966E-051
#    -11     2       2.2930787564E-033
#    -11     3       7.1930892520E-053
#    -11     4       5.2974233031E-051
#    -11     5       1.6257185200E-023
#    -11     6       2.2334114973E-051
#    -11     7       2.7019143185E-033
#    -11     8       9.4476569692E-053
#    -11     9       6.8123020353E-052
#    -11    10       1.2477209705E-023
#    -11    11       1.3428418635E-051
#    -11    12       1.6654385216E-033
#    -11    13       5.5323901734E-053
#    -11    14       4.8884410392E-053
#    -11    15       4.2219989992E-024
#    -11    16       3.8173136209E-052
#    -11    17       4.8292927429E-034
#    -11    18       1.1711755806E-053
#    -11    19       9.2138369522E-054
#    -11    20       5.3412123750E-025
#    -11    21       4.1887068623E-053
#    -11    22       4.0536265462E-035
#    -11    23       7.4698672844E-055
#    -11    24       1.4167705959E-054
#    -11    25       1.3196729287E-026
#    -11    26       1.0565552295E-054
#    -10   -22       5.1485242549E-031
#    -10   -21       3.0009015485E-029
#    -10   -20       3.5689151246E-004
#    -10   -19       1.1326928844E-016
#    -10   -18       6.6669696854E-027
#    -10   -17       1.9487237071E-028
#    -10   -16       9.3016067681E-027
#    -10   -15       3.4342206856E-003
#    -10   -14       5.1711138242E-017
#    -10   -13       7.3705453518E-025
#    -10   -12       2.0233093144E-026
#    -10   -11       6.0700670330E-025
#    -10   -10       7.1013951167E-003
#    -10    -9       1.6529757950E-017
#    -10    -8       1.7122385305E-023
#    -10    -7       3.8605738553E-025
#    -10    -6       8.8075221309E-024
#    -10    -5       6.3810833258E-003
#    -10    -4       6.1461665305E-018
#    -10    -3       1.1260374990E-022
#    -10    -2       2.0816108491E-024
#    -10    -1       3.8247056079E-023
#    -10     0       5.2030930239E-003
#    -10     1       2.4744239463E-018
#    -10     2       3.1093014123E-022
